,Média,Desvio Padrão,Média O2,Desvio Padrão O2
100,0.0011583487192789713,0.0002270160362156545,1.228923783991003e-05,4.554048508259778e-08
500,0.02602977752685547,0.0009765736683231907,1.0002928268241857e-05,3.474804107632563e-07
1000,0.10550088882446289,0.003666046696559637,1.550226688155261e-05,1.3243585144055304e-06
5000,2.9988388379414874,0.10039612631949797,0.00018291081729693856,3.67193883562382e-05
10000,12.919818925857545,1.4475538309391882,0.0007981852410628501,0.00015686395198275001
